region-centroid-col,region-centroid-row,region-pixel-count,short-line-density-5,short-line-density-2,vedge-mean,vegde-sd,hedge-mean,hedge-sd,intensity-mean,rawred-mean,rawblue-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,value-mean,saturation-mean,hue-mean,outcome
27.0,106.0,9.0,0.0,0.0,0.611111,0.41851800000000006,?,0.596296,2.18519,0.333333,4.88889,1.33333,-5.55556,?,-2.55556,4.88889,0.9517200000000001,-2.27407,0
107.0,21.0,9.0,0.0,0.0,0.666662,0.5163979999999999,1.16667,0.408248,126.77799999999999,115.77799999999999,141.889,122.667,-33.0,45.3333,-12.3333,141.889,0.184022,-2.37037,0
?,134.0,9.0,0.0,0.0,2.66667,3.15556,1.5,1.54444,6.18518,2.22222,11.4444,4.88889,-11.8889,15.7778,-3.88889,11.4444,0.833935,-2.3866099999999997,0
93.0,231.0,9.0,0.0,0.0,2.44444,2.42963,2.66667,?,?,8.77778,11.1111,17.0,-10.5556,-3.55556,?,17.0,0.485216,?,0
228.0,20.0,9.0,0.0,0.0,1.05555,0.490655,0.833333,0.7527729999999999,125.0,114.0,140.556,120.444,-33.0,46.6667,-13.6667,140.556,0.188892,-2.34801,0
93.0,127.0,9.0,0.0,0.0,?,0.834443,1.0,0.7888109999999999,3.81481,1.33333,6.77778,3.33333,-7.444439999999999,8.88889,?,6.77778,0.827249,-2.47456,0
92.0,44.0,?,0.11111099999999999,0.0,0.722223,0.5741350000000001,1.16667,1.04881,123.815,113.444,138.111,119.889,-31.1111,42.8889,-11.7778,138.111,0.178428,-2.36728,0
186.0,12.0,9.0,0.0,0.0,?,0.272165,2.33333,1.96638,6.25926,3.88889,11.3333,3.55556,-7.111110000000001,15.2222,-8.11111,11.3333,0.6873020000000001,-2.05798,0
155.0,?,9.0,0.0,0.0,2.0,0.666661,1.05555,0.41852,69.4815,63.8889,?,62.0,?,39.2222,-22.4444,82.5556,0.248998,-1.99905,0
222.0,?,?,?,0.0,0.555556,0.40368699999999996,2.11111,0.68853,113.48100000000001,100.444,131.444,108.556,-39.1111,53.8889,-14.7778,131.444,0.23576,?,0
166.0,65.0,9.0,0.0,0.0,0.777777,0.785188,0.722221,0.329629,97.3333,82.7778,?,88.1111,-43.6667,71.3333,-27.6667,121.111,0.316474,-2.2391400000000004,0
210.0,153.0,9.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0
244.0,211.0,9.0,0.0,0.0,1.66667,1.33333,2.0,2.3111099999999998,13.6296,10.7778,12.8889,?,-8.55556,?,?,17.2222,?,2.44102,0
201.0,92.0,9.0,0.0,0.0,0.833335,0.21111100000000002,0.77778,?,90.3333,74.8889,115.444,80.6667,-46.3333,75.3333,-29.0,115.444,0.35122,-2.2428,0
?,179.0,9.0,0.11111099999999999,0.0,1.83333,?,?,1.88168,49.1852,44.8889,59.7778,42.8889,-12.8889,31.7778,-18.8889,59.7778,0.28268699999999997,-1.9704,0
73.0,201.0,9.0,0.0,?,0.722223,0.64693,4.44444,2.45553,58.7037,52.8889,72.2222,51.0,-17.4444,40.5556,-23.1111,72.2222,0.294187,-1.99774,0
132.0,?,9.0,0.0,?,18.9444,188.507,33.4444,889.363,42.8148,35.8889,52.6667,39.8889,-20.7778,29.5556,?,52.6667,0.39882399999999996,-2.34606,0
?,111.0,?,0.0,0.0,0.611111,0.24074099999999998,0.388889,0.24074099999999998,1.33333,0.0,4.0,0.0,-4.0,8.0,-4.0,4.0,1.0,-2.0944,0
150.0,113.0,9.0,0.0,0.0,0.5,0.255556,0.777778,0.207407,5.59259,7.111110000000001,6.66667,3.0,4.55556,3.22222,-7.77778,7.111110000000001,0.579365,?,1
24.0,172.0,9.0,0.0,0.0,1.16667,0.9128700000000001,9.77778,5.45554,42.037,?,50.3333,37.7778,-12.1111,24.8889,-12.7778,50.3333,0.249836,-2.14372,0
121.0,?,9.0,0.0,0.0,2.27778,2.32963,2.88889,2.87407,26.7407,24.6667,35.2222,20.3333,-6.22222,25.4444,-19.2222,35.2222,0.4223,-1.7761099999999999,1
168.0,?,9.0,0.0,0.0,0.8888889999999999,1.2740799999999999,1.55556,1.58518,59.5556,54.2222,71.3333,53.1111,-16.0,35.3333,-19.3333,71.3333,0.255329,-2.03087,0
48.0,?,9.0,0.0,0.0,1.22222,1.0074100000000001,2.88889,4.82963,9.96296,8.66667,7.444439999999999,13.7778,-3.88889,-7.555560000000001,11.4444,13.7778,0.476236,1.9084599999999998,0
146.0,124.0,9.0,0.0,0.0,0.5,0.166667,0.388889,0.10740699999999999,6.03704,7.444439999999999,7.33333,3.33333,4.22222,3.88889,-8.11111,7.66667,0.563492,-1.02473,1
57.0,89.0,9.0,0.0,0.0,1.72222,1.3066799999999998,?,4.70343,17.0,13.0,24.5556,?,-12.0,22.6667,-10.6667,24.5556,0.47748900000000005,-2.12975,0
252.0,137.0,9.0,0.0,0.0,0.8888889999999999,0.544331,0.611111,0.712325,0.740741,0.333333,1.77778,0.11111099999999999,-1.22222,3.11111,-1.8888900000000002,1.77778,0.75,-2.0076099999999997,0
?,44.0,9.0,0.0,0.0,2.16667,2.38889,2.38889,1.5296299999999998,18.7407,17.3333,25.2222,13.6667,-4.22222,19.4444,-15.2222,25.2222,0.45768100000000006,-1.75373,1
239.0,137.0,?,0.0,0.0,1.77778,?,3.44444,1.08866,40.8519,39.8889,45.3333,37.3333,-2.88889,13.4444,?,45.3333,0.176066,-1.7579900000000002,0
